short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
H. Shaian,32,Saudi Arabia,60,60,Al Shabab,120000.0,4000.0,GK,https://cdn.sofifa.net/players/208/988/22_120.png
Yeo Seong Hae,33,Korea Republic,60,60,Seongnam FC,120000.0,900.0,CB,https://cdn.sofifa.net/players/223/821/22_120.png
J. Taylor,34,England,60,60,Barrow,110000.0,2000.0,CM,https://cdn.sofifa.net/players/165/441/22_120.png
K. Barnawi,34,Saudi Arabia,60,60,Abha Club,90000.0,2000.0,RB,https://cdn.sofifa.net/players/251/184/22_120.png
D. Murphy,38,Republic of Ireland,60,60,Waterford FC,80000.0,500.0,ST,https://cdn.sofifa.net/players/149/825/22_120.png
G. Halford,36,England,60,60,Waterford FC,50000.0,500.0,CDM,https://cdn.sofifa.net/players/139/475/22_120.png
Liu Jian,36,China PR,60,60,Qingdao FC,45000.0,2000.0,CB,https://cdn.sofifa.net/players/158/305/22_120.png
M. Sadler,36,England,60,60,Walsall,45000.0,2000.0,CB,https://cdn.sofifa.net/players/162/899/22_120.png
Cho Soo Hyuk,34,Korea Republic,60,60,Ulsan Hyundai FC,40000.0,1000.0,GK,https://cdn.sofifa.net/players/187/144/22_120.png
D. Gerken,36,England,60,60,Colchester United,25000.0,1000.0,GK,https://cdn.sofifa.net/players/139/476/22_120.png
S. Flinders,35,England,60,60,Cheltenham Town,25000.0,900.0,GK,https://cdn.sofifa.net/players/152/523/22_120.png
A. Al Mazaidi,35,Saudi Arabia,60,60,Abha Club,25000.0,1000.0,GK,https://cdn.sofifa.net/players/191/437/22_120.png
A. Hackford,17,England,59,84,Sheffield United,700000.0,950.0,ST,https://cdn.sofifa.net/players/260/192/22_120.png
R. van den Berg,16,Netherlands,59,83,PEC Zwolle,675000.0,500.0,CB,https://cdn.sofifa.net/players/259/442/22_120.png
Hugo Bueno,18,Spain,59,81,Wolverhampton Wanderers,700000.0,3000.0,LWB,https://cdn.sofifa.net/players/261/224/22_120.png
C. Boyce-Clarke,18,England,59,81,Reading,650000.0,500.0,GK,https://cdn.sofifa.net/players/250/831/22_120.png
C. Wiggett,18,England,59,80,Newcastle United,700000.0,2000.0,LB,https://cdn.sofifa.net/players/257/238/22_120.png
T. Ballo,19,Austria,59,79,SK Rapid Wien,625000.0,3000.0,CAM,https://cdn.sofifa.net/players/248/356/22_120.png
L. Hartwig,18,Germany,59,79,VfL Bochum 1848,625000.0,2000.0,ST,https://cdn.sofifa.net/players/260/554/22_120.png
Yaya Toure,17,United States,59,79,Colorado Rapids,600000.0,500.0,RW,https://cdn.sofifa.net/players/261/418/22_120.png
J. Brooking,18,England,59,79,Chelsea,575000.0,3000.0,CB,https://cdn.sofifa.net/players/257/239/22_120.png
O. Offiah,18,England,59,79,Brighton & Hove Albion,575000.0,2000.0,CB,https://cdn.sofifa.net/players/264/141/22_120.png
D. van den Heuvel,18,Netherlands,59,79,Leeds United,550000.0,900.0,GK,https://cdn.sofifa.net/players/258/555/22_120.png
A. Okoflex,19,Republic of Ireland,59,78,West Ham United,575000.0,5000.0,LM,https://cdn.sofifa.net/players/253/729/22_120.png
W. Carmona,18,Venezuela,59,78,New York Red Bulls,575000.0,500.0,CAM,https://cdn.sofifa.net/players/260/772/22_120.png
John Patrick,17,Spain,59,78,Getafe CF,550000.0,550.0,CAM,https://cdn.sofifa.net/players/260/195/22_120.png
N. Lonwijk,18,Netherlands,59,78,Fortuna Sittard,550000.0,550.0,CB,https://cdn.sofifa.net/players/261/225/22_120.png
M. Elimbi,18,France,59,78,RC Strasbourg Alsace,550000.0,950.0,CB,https://cdn.sofifa.net/players/263/114/22_120.png
D. Maldini,19,Italy,59,77,AC Milan,575000.0,3000.0,CAM,https://cdn.sofifa.net/players/255/611/22_120.png
M. Niang,19,Spain,59,77,Getafe CF,575000.0,3000.0,ST,https://cdn.sofifa.net/players/260/191/22_120.png
L. Günther,19,Germany,59,77,FC Augsburg,575000.0,2000.0,RM,https://cdn.sofifa.net/players/261/745/22_120.png
I. Ćubelić,18,Croatia,59,77,Hajduk Split,575000.0,500.0,CAM,https://cdn.sofifa.net/players/263/054/22_120.png
B. Bobzien,18,Germany,59,77,1. FSV Mainz 05,575000.0,2000.0,RW,https://cdn.sofifa.net/players/264/247/22_120.png
J. Malcolm,18,England,59,77,Accrington Stanley,575000.0,3000.0,ST,https://cdn.sofifa.net/players/264/445/22_120.png
Nacho Pastor,18,Spain,59,77,SD Huesca,550000.0,550.0,CB,https://cdn.sofifa.net/players/254/011/22_120.png
R. Staunton,19,Republic of Ireland,59,77,Bradford City,550000.0,2000.0,CB,https://cdn.sofifa.net/players/256/672/22_120.png
K. Boma,18,France,59,77,Angers SCO,550000.0,950.0,CB,https://cdn.sofifa.net/players/258/457/22_120.png
F. Stevens,18,Wales,59,77,Brentford,550000.0,2000.0,RB,https://cdn.sofifa.net/players/259/766/22_120.png
E. Uhlmann,18,Germany,59,77,RB Leipzig,550000.0,2000.0,CDM,https://cdn.sofifa.net/players/263/353/22_120.png
J. Pfennig,18,Germany,59,77,RB Leipzig,550000.0,2000.0,CB,https://cdn.sofifa.net/players/263/354/22_120.png
J. Trafford,18,England,59,77,Accrington Stanley,500000.0,500.0,GK,https://cdn.sofifa.net/players/263/063/22_120.png
R. Edmondson,20,England,59,76,Fleetwood Town,600000.0,9000.0,ST,https://cdn.sofifa.net/players/243/427/22_120.png
M. Daly,20,England,59,76,Hartlepool United,600000.0,1000.0,CM,https://cdn.sofifa.net/players/244/673/22_120.png
K. Askildsen,20,Norway,59,76,U.C. Sampdoria,600000.0,2000.0,CM,https://cdn.sofifa.net/players/246/100/22_120.png
L. McCarron,20,Scotland,59,76,Leeds United,575000.0,7000.0,LB,https://cdn.sofifa.net/players/246/154/22_120.png
T. Thomas,19,France,59,76,Olympique Lyonnais,575000.0,5000.0,CM,https://cdn.sofifa.net/players/251/439/22_120.png
J. Consbruch,19,Germany,59,76,Eintracht Braunschweig,575000.0,2000.0,CM,https://cdn.sofifa.net/players/252/125/22_120.png
S. Banks,19,Scotland,59,76,Crystal Palace,575000.0,4000.0,LM,https://cdn.sofifa.net/players/255/312/22_120.png
K. Kostadinov,18,Norway,59,76,Stabæk Fotball,575000.0,500.0,CM,https://cdn.sofifa.net/players/256/390/22_120.png
L. Flores,18,Bolivia,59,76,Club Bolívar,575000.0,500.0,RW,https://cdn.sofifa.net/players/258/203/22_120.png
F. Krastev,19,Bulgaria,59,76,SC Cambuur,575000.0,850.0,CAM,https://cdn.sofifa.net/players/258/500/22_120.png
J. Wosz,18,Germany,59,76,RB Leipzig,575000.0,3000.0,CM,https://cdn.sofifa.net/players/259/165/22_120.png
M. Ibrahimi,18,Germany,59,76,RB Leipzig,575000.0,4000.0,LW,https://cdn.sofifa.net/players/261/241/22_120.png
T. Conway,18,England,59,76,Bristol City,575000.0,2000.0,ST,https://cdn.sofifa.net/players/261/283/22_120.png
M. Obuz,19,Germany,59,76,1. FC Köln,575000.0,2000.0,LM,https://cdn.sofifa.net/players/261/528/22_120.png
C. Buschman-Dormond,18,Canada,59,76,FC Zürich,575000.0,1000.0,LM,https://cdn.sofifa.net/players/263/064/22_120.png
Y. Mikhailov,18,Russia,59,76,FC Schalke 04,575000.0,750.0,CAM,https://cdn.sofifa.net/players/263/298/22_120.png
K. Kesler Hayden,18,England,59,76,Swindon Town,550000.0,2000.0,RB,https://cdn.sofifa.net/players/261/335/22_120.png
M. Beifus,18,Germany,59,76,FC St. Pauli,550000.0,750.0,CB,https://cdn.sofifa.net/players/263/273/22_120.png
C. Miszta,19,Poland,59,76,Legia Warszawa,525000.0,550.0,GK,https://cdn.sofifa.net/players/247/866/22_120.png
L. Rieß,19,Germany,59,76,1. FSV Mainz 05,525000.0,1000.0,GK,https://cdn.sofifa.net/players/263/116/22_120.png
M. Wasinski,17,Belgium,59,76,Royal Charleroi S.C.,525000.0,500.0,CB,https://cdn.sofifa.net/players/263/707/22_120.png
O. Dovin,18,Sweden,59,76,Hammarby IF,500000.0,500.0,GK,https://cdn.sofifa.net/players/255/976/22_120.png
A. Yahya,20,Saudi Arabia,59,75,Al Nassr,600000.0,4000.0,RM,https://cdn.sofifa.net/players/253/440/22_120.png
J. Michelbrink,20,Germany,59,75,Hertha BSC,600000.0,5000.0,CAM,https://cdn.sofifa.net/players/261/428/22_120.png
J. Cain,19,England,59,75,Newport County,575000.0,7000.0,CAM,https://cdn.sofifa.net/players/253/482/22_120.png
J. Kałuziński,18,Poland,59,75,Lechia Gdańsk,575000.0,550.0,CM,https://cdn.sofifa.net/players/255/776/22_120.png
O. Bunjaku,19,Switzerland,59,75,Grenoble Foot 38,575000.0,700.0,CM,https://cdn.sofifa.net/players/255/778/22_120.png
S. Nanasi,19,Sweden,59,75,Malmö FF,575000.0,800.0,CAM,https://cdn.sofifa.net/players/256/782/22_120.png
G. Cangiano,19,Italy,59,75,Bologna,575000.0,3000.0,LW,https://cdn.sofifa.net/players/257/217/22_120.png
R. Colwill,19,Wales,59,75,Cardiff City,575000.0,3000.0,CAM,https://cdn.sofifa.net/players/257/437/22_120.png
E. Tatlı,18,Turkey,59,75,Fatih Karagümrük S.K.,575000.0,850.0,CM,https://cdn.sofifa.net/players/257/822/22_120.png
M. Braunöder,19,Austria,59,75,FK Austria Wien,575000.0,2000.0,CM,https://cdn.sofifa.net/players/258/505/22_120.png
T. Corbeanu,19,Canada,59,75,Sheffield Wednesday,575000.0,800.0,RW,https://cdn.sofifa.net/players/258/758/22_120.png
S. Bell,19,England,59,75,Bristol City,575000.0,4000.0,ST,https://cdn.sofifa.net/players/259/926/22_120.png
P. Yeboah,18,Ghana,59,75,Hellas Verona,575000.0,2000.0,CF,https://cdn.sofifa.net/players/260/115/22_120.png
M. Haygarth,19,England,59,75,Brentford,575000.0,5000.0,RW,https://cdn.sofifa.net/players/260/157/22_120.png
S. Ibrahim,18,Nigeria,59,75,Club de Foot Montréal,575000.0,600.0,ST,https://cdn.sofifa.net/players/260/443/22_120.png
C. Abastoflor,19,Bolivia,59,75,Club Deportivo Guabirá,575000.0,500.0,LW,https://cdn.sofifa.net/players/260/966/22_120.png
D. Mebude,19,Scotland,59,75,AFC Wimbledon,575000.0,5000.0,ST,https://cdn.sofifa.net/players/261/513/22_120.png
T. Rupil,18,Luxembourg,59,75,1. FSV Mainz 05,575000.0,1000.0,CM,https://cdn.sofifa.net/players/264/246/22_120.png
D. Camara,19,Côte d'Ivoire,59,75,Parma,575000.0,3000.0,CM,https://cdn.sofifa.net/players/264/364/22_120.png
A. Álvarez,18,Mexico,59,75,Club Universidad Nacional,575000.0,800.0,CAM,https://cdn.sofifa.net/players/264/593/22_120.png
F. Otto,19,Germany,59,75,Hallescher FC,550000.0,2000.0,CB,https://cdn.sofifa.net/players/257/081/22_120.png
B. Meijer,18,Netherlands,59,75,FC Groningen,550000.0,500.0,LB,https://cdn.sofifa.net/players/262/219/22_120.png
S. Fofana,18,Togo,59,75,Bayer 04 Leverkusen,550000.0,2000.0,CDM,https://cdn.sofifa.net/players/263/949/22_120.png
N. König,18,Germany,59,75,TSG Hoffenheim,550000.0,1000.0,CB,https://cdn.sofifa.net/players/264/223/22_120.png
J. Ponguillo,18,Ecuador,59,75,Sociedad Deportiva Aucas,550000.0,500.0,RB,https://cdn.sofifa.net/players/264/562/22_120.png
C. McBride,20,Scotland,59,74,Blackburn Rovers,550000.0,6000.0,ST,https://cdn.sofifa.net/players/242/464/22_120.png
P. Gwargis,20,Sweden,59,74,Malmö FF,550000.0,1000.0,RW,https://cdn.sofifa.net/players/245/397/22_120.png
L. N'Diaye,20,Mali,59,74,PFC CSKA Moscow,550000.0,5000.0,ST,https://cdn.sofifa.net/players/247/659/22_120.png
Y. Alounga,19,Switzerland,59,74,FC Luzern,550000.0,2000.0,ST,https://cdn.sofifa.net/players/258/947/22_120.png
R. Adigo,20,Germany,59,74,FC Würzburger Kickers,550000.0,1000.0,RM,https://cdn.sofifa.net/players/263/488/22_120.png
M. Rakoczy,19,Poland,59,74,Cracovia,525000.0,1000.0,CAM,https://cdn.sofifa.net/players/244/550/22_120.png
S. Väänänen,19,Finland,59,74,HJK Helsinki,525000.0,500.0,CM,https://cdn.sofifa.net/players/246/757/22_120.png
M. Mbow,21,Senegal,59,74,Stade de Reims,525000.0,3000.0,CB,https://cdn.sofifa.net/players/247/248/22_120.png
T. Tamas,20,France,59,74,Montpellier Hérault SC,525000.0,3000.0,LB,https://cdn.sofifa.net/players/254/995/22_120.png
S. Stehle,19,Germany,59,74,1. FC Kaiserslautern,525000.0,3000.0,RW,https://cdn.sofifa.net/players/255/789/22_120.png
W. Bøving,18,Denmark,59,74,F.C. København,525000.0,1000.0,LW,https://cdn.sofifa.net/players/256/127/22_120.png
Y. Gomes,18,France,59,74,Le Havre AC,525000.0,700.0,ST,https://cdn.sofifa.net/players/258/978/22_120.png
B. González,18,Mexico,59,74,Pachuca,525000.0,1000.0,LM,https://cdn.sofifa.net/players/259/474/22_120.png
R. Khadra,19,Germany,59,74,Blackburn Rovers,525000.0,4000.0,RW,https://cdn.sofifa.net/players/260/558/22_120.png
A. Mendoza,18,Venezuela,59,74,AC Mineros de Guayana,525000.0,500.0,LM,https://cdn.sofifa.net/players/261/508/22_120.png
S. Berger,18,Denmark,59,74,Viborg FF,525000.0,850.0,RW,https://cdn.sofifa.net/players/262/537/22_120.png
J. Seo,19,Korea Republic,59,74,SG Dynamo Dresden,525000.0,2000.0,CAM,https://cdn.sofifa.net/players/262/947/22_120.png
Y. Voigt,18,Germany,59,74,FSV Zwickau,525000.0,500.0,LM,https://cdn.sofifa.net/players/262/976/22_120.png
K. Campos,18,Mexico,59,74,Club América,525000.0,2000.0,CM,https://cdn.sofifa.net/players/263/935/22_120.png
R. Bourlès,18,France,59,74,FC Lorient,525000.0,1000.0,CM,https://cdn.sofifa.net/players/264/059/22_120.png
D. Vraciu,19,Romania,59,74,Unión Deportiva Almería,525000.0,1000.0,CAM,https://cdn.sofifa.net/players/264/076/22_120.png
D. Nunumete,19,Netherlands,59,74,SC Heerenveen,525000.0,900.0,CM,https://cdn.sofifa.net/players/264/165/22_120.png
I. Touré,18,France,59,74,Le Havre AC,500000.0,500.0,CB,https://cdn.sofifa.net/players/258/972/22_120.png
I. Violante,17,Mexico,59,74,Deportivo Toluca,500000.0,500.0,LB,https://cdn.sofifa.net/players/259/341/22_120.png
H. Salvatierra,18,Bolivia,59,74,Club Deportivo Guabirá,500000.0,500.0,CDM,https://cdn.sofifa.net/players/260/451/22_120.png
J. McGlynn,17,United States,59,74,Philadelphia Union,500000.0,500.0,CM,https://cdn.sofifa.net/players/260/479/22_120.png
C. Olivos,18,Peru,59,74,Universidad Técnica de Cajamarca,500000.0,500.0,CB,https://cdn.sofifa.net/players/260/810/22_120.png
M. Dijakovic,19,Austria,59,74,SK Rapid Wien,500000.0,2000.0,CB,https://cdn.sofifa.net/players/261/496/22_120.png
J. Smith,18,Canada,59,74,OGC Nice,500000.0,1000.0,CDM,https://cdn.sofifa.net/players/264/506/22_120.png
T. Billson,20,England,59,74,Scunthorpe United,475000.0,2000.0,GK,https://cdn.sofifa.net/players/242/976/22_120.png
J. Eastham,19,England,59,74,Blackburn Rovers,475000.0,2000.0,GK,https://cdn.sofifa.net/players/256/965/22_120.png
E. Bördner,19,Germany,59,74,Viktoria Köln,475000.0,1000.0,GK,https://cdn.sofifa.net/players/260/822/22_120.png
L. Bonelli,18,France,59,74,FC Nantes,450000.0,500.0,GK,https://cdn.sofifa.net/players/263/441/22_120.png
P. Osterhage,21,Germany,59,73,VfL Bochum 1848,550000.0,3000.0,CM,https://cdn.sofifa.net/players/250/931/22_120.png
H. Al Eissa,20,Saudi Arabia,59,73,Al Batin,550000.0,2000.0,RW,https://cdn.sofifa.net/players/251/091/22_120.png
L. Mercan,20,Germany,59,73,Fatih Karagümrük S.K.,550000.0,2000.0,CM,https://cdn.sofifa.net/players/252/544/22_120.png
S. Arce,19,United States,59,73,Mazatlán Futbol Club,550000.0,1000.0,ST,https://cdn.sofifa.net/players/253/099/22_120.png
C. Offor,21,Nigeria,59,73,Chicago Fire Football Club,550000.0,1000.0,ST,https://cdn.sofifa.net/players/259/626/22_120.png
N. Sanjuan,21,Colombia,59,73,Junior FC,550000.0,500.0,CM,https://cdn.sofifa.net/players/261/411/22_120.png
D. De Neve,20,Belgium,59,73,SV Zulte Waregem,550000.0,2000.0,LM,https://cdn.sofifa.net/players/263/654/22_120.png
B. Barcia,20,Uruguay,59,73,Club Atlético Rentistas,550000.0,500.0,CAM,https://cdn.sofifa.net/players/264/353/22_120.png
D. Adshead,19,England,59,73,Gillingham,525000.0,3000.0,CM,https://cdn.sofifa.net/players/240/562/22_120.png
J. Westerman,19,Netherlands,59,73,PEC Zwolle,525000.0,1000.0,RW,https://cdn.sofifa.net/players/252/522/22_120.png
I. Someno,19,Japan,59,73,Kashima Antlers,525000.0,950.0,RM,https://cdn.sofifa.net/players/255/440/22_120.png
A. Acosta,20,Uruguay,59,73,Club Atlético Rentistas,525000.0,500.0,LB,https://cdn.sofifa.net/players/259/639/22_120.png
W. George,19,Belgium,59,73,KAA Gent,525000.0,2000.0,CM,https://cdn.sofifa.net/players/259/640/22_120.png
J. Steuckers,19,Belgium,59,73,Sint-Truidense VV,525000.0,1000.0,CAM,https://cdn.sofifa.net/players/260/570/22_120.png
E. Tetah,19,Mauritania,59,73,Aytemiz Alanyaspor,525000.0,1000.0,LM,https://cdn.sofifa.net/players/260/897/22_120.png
F. Valdés,19,Chile,59,73,Club de Deportes Cobresal,525000.0,500.0,CM,https://cdn.sofifa.net/players/261/569/22_120.png
E. Ávalos,21,Mexico,59,73,Tigres U.A.N.L.,525000.0,5000.0,RB,https://cdn.sofifa.net/players/261/813/22_120.png
N. Mehssatou,18,Belgium,59,73,RSC Anderlecht,525000.0,1000.0,RM,https://cdn.sofifa.net/players/262/024/22_120.png
L. Costa,20,France,59,73,Toulouse Football Club,500000.0,900.0,CB,https://cdn.sofifa.net/players/243/923/22_120.png
H. Ashby,19,Scotland,59,73,West Ham United,500000.0,4000.0,RB,https://cdn.sofifa.net/players/258/805/22_120.png
W. Viera,19,Paraguay,59,73,Club Cerro Porteño,500000.0,500.0,CDM,https://cdn.sofifa.net/players/260/135/22_120.png
B. Caicedo,20,Ecuador,59,73,Barcelona Sporting Club,500000.0,500.0,CB,https://cdn.sofifa.net/players/260/549/22_120.png
Femi Seriki,19,England,59,73,K Beerschot VA,500000.0,2000.0,RB,https://cdn.sofifa.net/players/264/196/22_120.png
L. Oppermann,19,Germany,59,73,Hamburger SV,475000.0,750.0,GK,https://cdn.sofifa.net/players/253/171/22_120.png
D. Klein,20,Germany,59,73,FC Augsburg,475000.0,2000.0,GK,https://cdn.sofifa.net/players/257/637/22_120.png
G. Parra,19,Venezuela,59,73,Metropolitanos de Caracas FC,475000.0,500.0,GK,https://cdn.sofifa.net/players/260/095/22_120.png
J. Isaksen,21,Norway,59,72,Kristiansund BK,550000.0,600.0,CM,https://cdn.sofifa.net/players/239/006/22_120.png
G. Lloyd,21,England,59,72,Port Vale,550000.0,2000.0,ST,https://cdn.sofifa.net/players/240/715/22_120.png
S. Duke-McKenna,20,Guyana,59,72,Queens Park Rangers,550000.0,2000.0,RM,https://cdn.sofifa.net/players/242/961/22_120.png
M. Jørgensen,20,Denmark,59,72,New York Red Bulls,550000.0,1000.0,ST,https://cdn.sofifa.net/players/243/371/22_120.png
F. Delaveris,20,Norway,59,72,SK Brann,550000.0,800.0,LW,https://cdn.sofifa.net/players/244/494/22_120.png
Y. Marchand,21,Switzerland,59,72,Grenoble Foot 38,550000.0,2000.0,CM,https://cdn.sofifa.net/players/251/978/22_120.png
T. Miyagi,20,Japan,59,72,Kawasaki Frontale,550000.0,2000.0,LW,https://cdn.sofifa.net/players/260/870/22_120.png
Josema,21,Spain,59,72,FC Cartagena,550000.0,1000.0,ST,https://cdn.sofifa.net/players/263/596/22_120.png
F. Delli Carri,22,Italy,59,72,US Salernitana 1919,525000.0,8000.0,CB,https://cdn.sofifa.net/players/237/612/22_120.png
D. Burns,18,Northern Ireland,59,72,St. Patrick's Athletic,525000.0,500.0,RM,https://cdn.sofifa.net/players/251/219/22_120.png
M. De Wolf,19,Belgium,59,72,N.E.C. Nijmegen,525000.0,1000.0,CM,https://cdn.sofifa.net/players/251/477/22_120.png
K. Saab,20,Venezuela,59,72,AC Mineros de Guayana,525000.0,500.0,RB,https://cdn.sofifa.net/players/251/919/22_120.png
Park Kyu Hyun,20,Korea Republic,59,72,SV Werder Bremen,525000.0,1000.0,LB,https://cdn.sofifa.net/players/252/320/22_120.png
Apuia,20,India,59,72,Mumbai City FC,525000.0,500.0,CDM,https://cdn.sofifa.net/players/253/712/22_120.png
R. Boyce,20,Republic of Ireland,59,72,Derry City,525000.0,500.0,RB,https://cdn.sofifa.net/players/253/943/22_120.png
T. Hata,19,Japan,59,72,Shonan Bellmare,525000.0,500.0,LM,https://cdn.sofifa.net/players/255/850/22_120.png
E. Kaplan,20,Azerbaijan,59,72,İstanbul Başakşehir FK,525000.0,4000.0,LB,https://cdn.sofifa.net/players/257/071/22_120.png
C. Terho,18,Finland,59,72,HJK Helsinki,525000.0,500.0,RW,https://cdn.sofifa.net/players/258/489/22_120.png
N. Harriel,20,United States,59,72,Philadelphia Union,525000.0,900.0,RB,https://cdn.sofifa.net/players/260/477/22_120.png
M. Alonso,18,Uruguay,59,72,Club Atlético Peñarol,525000.0,500.0,LM,https://cdn.sofifa.net/players/260/739/22_120.png
Y. Cathline,18,France,59,72,En Avant de Guingamp,525000.0,550.0,LM,https://cdn.sofifa.net/players/263/268/22_120.png
P. Vaca,19,Bolivia,59,72,Club Always Ready,525000.0,500.0,RW,https://cdn.sofifa.net/players/264/533/22_120.png
J. Nshimirimana,19,Burundi,59,72,Yeni Malatyaspor,500000.0,1000.0,CDM,https://cdn.sofifa.net/players/260/892/22_120.png
M. Jaramillo,20,Ecuador,59,72,Club Social y Deportivo Macará,500000.0,500.0,CB,https://cdn.sofifa.net/players/261/479/22_120.png
M. Bondswell,19,England,59,72,Newcastle United,500000.0,3000.0,LB,https://cdn.sofifa.net/players/261/517/22_120.png
A. Malanda,19,France,59,72,Rodez Aveyron Football,500000.0,500.0,CB,https://cdn.sofifa.net/players/262/597/22_120.png
T. Seifert,19,Germany,59,72,1. FC Heidenheim 1846,500000.0,2000.0,CB,https://cdn.sofifa.net/players/262/923/22_120.png
K. Mantilla,18,Colombia,59,72,Club Independiente Santa Fe,500000.0,500.0,CB,https://cdn.sofifa.net/players/264/549/22_120.png
E. Ólafsson,21,Iceland,59,72,FC Midtjylland,475000.0,2000.0,GK,https://cdn.sofifa.net/players/246/704/22_120.png
L. Shabani,21,Albania,59,71,IK Sirius,550000.0,700.0,RW,https://cdn.sofifa.net/players/241/577/22_120.png
E. Löder,21,Germany,59,71,Hallescher FC,550000.0,650.0,CAM,https://cdn.sofifa.net/players/244/014/22_120.png
M. Fenger,19,Denmark,59,71,Odense Boldklub,550000.0,2000.0,ST,https://cdn.sofifa.net/players/256/799/22_120.png
J. Carrillo,19,Mexico,59,71,Santos Laguna,550000.0,2000.0,ST,https://cdn.sofifa.net/players/257/489/22_120.png
V. Nikolov,20,Bulgaria,59,71,FC Würzburger Kickers,550000.0,1000.0,ST,https://cdn.sofifa.net/players/258/709/22_120.png
J. Casimir,19,France,59,71,Le Havre AC,550000.0,1000.0,ST,https://cdn.sofifa.net/players/260/943/22_120.png
S. Messeguem,20,Germany,59,71,FC Erzgebirge Aue,550000.0,1000.0,CM,https://cdn.sofifa.net/players/262/974/22_120.png
A. Garza,20,Mexico,59,71,Tigres U.A.N.L.,550000.0,6000.0,ST,https://cdn.sofifa.net/players/263/772/22_120.png
Óscar González,21,Spain,59,71,CD Mirandés,550000.0,1000.0,ST,https://cdn.sofifa.net/players/264/187/22_120.png
